3-Jan-00,,,,,,,,,,,,,,,
31-Oct-23,,,,,,,,,,,,,,,
,A,,Start Date,1/3/2000,,,,,,,,,,,
,B,,End Date,,,,,,,,,,,,
,C,,,,,,,,,,,,,,
,,,,A Index,B Index,C Index,D Index ,,,,,,,,
,,,,Last Price,Last Price,Last Price,Last Price,,,,,,,,
,,,Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,,,,,,,,
,,,10/13/2011,161.66,395.81,1507.27,192.0332,,,,,,,,
,,,10/14/2011,161.76,396.47,1508.46,191.753,,,,,,,,
,,,10/17/2011,161.75,395.74,1507.35,192.1239,,,,,,,,
,,,10/18/2011,162.37,397.96,1510.83,192.3645,,,,,,,,
,,,10/19/2011,161.27,396.49,1507.53,192.2484,,,,,,,,
,,,10/20/2011,160.23,396.49,1506.94,192.3023,,,,,,,,
,,,10/21/2011,161.05,398.16,1510.34,192.1386,,,,,,,,
,,,10/24/2011,162.01,400.7,1515.97,192.0918,,,,,,,,
,,,10/25/2011,163.24,400.37,1519.06,192.3596,,,,,,,,
,,,10/26/2011,163.03,401.23,1518.81,192.3637,,,,,,,,
,,,10/27/2011,162.84,402.29,1521.52,191.6866,,,,,,,,
,,,10/28/2011,163.76,402.8,1524.8,191.7978,,,,,,,,
,,,10/31/2011,163.78,402.74,1525.26,192.3668,,,,,,,,
,,,11/1/2011,164.92,403.96,1527.88,193.1949,,,,,,,,
,,,11/2/2011,165.79,404.31,1529.88,193.1183,,,,,,,,
,,,11/3/2011,166.14,404.67,1531.77,192.9298,,,,,,,,
,,,11/4/2011,166.01,404.94,1531.07,193.1251,,,,,,,,
,,,11/7/2011,167.65,406.51,1534.44,193.2515,,,,,,,,
,,,11/8/2011,167.05,406.21,1532.37,193.1894,,,,,,,,
,,,11/9/2011,166.26,404.29,1526.41,193.4715,,,,,,,,
,,,11/10/2011,165.34,403.56,1523.58,193.3357,,,,,,,,
,,,11/11/2011,166.1,404.8,1526.78,192.9623,,,,,,,,
,,,11/14/2011,166.37,404.7,1528.01,193.2838,,,,,,,,
,,,11/15/2011,166.7,404.88,1527.84,193.3471,,,,,,,,
,,,11/16/2011,166.2,402.97,1523.6,193.2816,,,,,,,,
,,,11/17/2011,165.31,402.3,1520.06,193.1521,,,,,,,,
,,,11/18/2011,164.81,401.88,1520.79,192.8843,,,,,,,,
,,,11/21/2011,163.65,399.32,1513.9,193.0355,,,,,,,,
,,,11/22/2011,164.32,399.1,1516.62,193.0942,,,,,,,,
,,,11/23/2011,164.06,396.32,1510.47,192.8678,,,,,,,,
,,,11/24/2011,164.06,396.32,1510.47,192.8678,,,,,,,,
,,,11/25/2011,162.71,394.97,1504.04,192.3328,,,,,,,,
,,,11/28/2011,164.65,399.59,1515.09,192.2644,,,,,,,,
,,,11/29/2011,164,400.32,1514.06,192.0955,,,,,,,,
,,,11/30/2011,165.28,405.23,1522.66,192.1393,,,,,,,,
,,,12/1/2011,164.87,405.21,1519.59,192.3229,,,,,,,,
,,,12/2/2011,165.54,406.58,1525.97,192.5881,,,,,,,,
,,,12/5/2011,165.54,407.37,1528.61,192.4315,,,,,,,,
,,,12/6/2011,165.03,407.63,1523.74,192.3918,,,,,,,,
,,,12/7/2011,165.99,407.88,1528.06,193.0034,,,,,,,,
,,,12/8/2011,165.15,405.62,1523.38,193.4579,,,,,,,,
,,,12/9/2011,165.31,407.59,1523.35,192.6697,,,,,,,,
,,,12/12/2011,164.6,405.76,1521.12,192.9981,,,,,,,,
,,,12/13/2011,163.84,404.72,1521.65,193.2599,,,,,,,,
,,,12/14/2011,163.55,405.62,1523.83,193.3674,,,,,,,,
,,,12/15/2011,163.41,405.93,1522.79,193.2292,,,,,,,,
,,,12/16/2011,164.79,407.33,1528.05,193.983,,,,,,,,
,,,12/19/2011,164.51,406.98,1528.59,193.8677,,,,,,,,
,,,12/20/2011,164.98,409.61,1529.78,193.4378,,,,,,,,
,,,12/21/2011,164.33,408.79,1523.5,193.5517,,,,,,,,
,,,12/22/2011,164.78,410.18,1528.26,193.6417,,,,,,,,
,,,12/23/2011,163.96,409.51,1526.87,193.2399,,,,,,,,
,,,12/26/2011,163.96,409.51,1526.87,193.2399,,,,,,,,
,,,12/27/2011,163.82,409.45,1527.25,193.4319,,,,,,,,
,,,12/28/2011,163.99,409.45,1529.49,193.6088,,,,,,,,
,,,12/29/2011,164.29,410.71,1534.81,193.9965,,,,,,,,
,,,12/30/2011,164.98,411.5,1536.68,194.3359,,,,,,,,
,,,1/2/2012,164.98,411.5,1536.68,194.3359,,,,,,,,
,,,1/3/2012,165.34,411.43,1536.41,194.0924,,,,,,,,
,,,1/4/2012,165.1,410.96,1532.76,193.8808,,,,,,,,
,,,1/5/2012,165.25,411.59,1530.41,194.1866,,,,,,,,
,,,1/6/2012,165.4,411.59,1531.46,194.3613,,,,,,,,
,,,1/9/2012,165.36,412.08,1531.38,194.5323,,,,,,,,
,,,1/10/2012,165.7,412.43,1535.02,194.4415,,,,,,,,
,,,1/11/2012,166.61,413.95,1539.41,194.9974,,,,,,,,
,,,1/12/2012,166.61,414.32,1539.41,194.8299,,,,,,,,
,,,1/13/2012,167.33,415.51,1543.14,195.5171,,,,,,,,
,,,1/16/2012,167.33,415.51,1543.14,195.5171,,,,,,,,
,,,1/17/2012,167.88,416.19,1546.21,195.4656,,,,,,,,
,,,1/18/2012,168.04,418.21,1546.02,195.4336,,,,,,,,
,,,1/19/2012,166.94,416.1,1543.33,194.746,,,,,,,,
,,,1/20/2012,166.37,415.55,1541.81,194.0293,,,,,,,,
,,,1/23/2012,165.64,413.82,1539.47,193.5084,,,,,,,,
,,,1/24/2012,165.45,413.75,1538.24,193.4506,,,,,,,,
,,,1/25/2012,167.05,417.69,1544.06,194.1415,,,,,,,,
,,,1/26/2012,168.5,420.12,1550.72,195.0677,,,,,,,,
,,,1/27/2012,169.48,421.39,1553.64,195.3272,,,,,,,,
,,,1/30/2012,170.26,422.56,1556.06,195.8548,,,,,,,,
,,,1/31/2012,170.94,422.97,1562.75,195.9782,,,,,,,,
,,,2/1/2012,171.03,425.79,1562.52,195.6967,,,,,,,,
,,,2/2/2012,171.48,426.77,1564.4,195.7581,,,,,,,,
,,,2/3/2012,170.22,428.96,1558.81,195.0229,,,,,,,,
,,,2/6/2012,170.53,429.25,1562.79,195.2804,,,,,,,,
,,,2/7/2012,170.23,429.05,1559.4,194.6897,,,,,,,,
,,,2/8/2012,170.17,429.42,1561.14,194.5274,,,,,,,,
,,,2/9/2012,169.79,429.3,1556.69,193.9698,,,,,,,,
,,,2/10/2012,170.33,428.46,1558.11,194.8303,,,,,,,,
,,,2/13/2012,170.57,430.71,1563.7,194.7105,,,,,,,,
,,,2/14/2012,171.27,431.3,1565.33,195.0899,,,,,,,,
,,,2/15/2012,171.27,430.48,1566.03,195.3473,,,,,,,,
,,,2/16/2012,170.98,432.96,1566.32,195.1115,,,,,,,,
,,,2/17/2012,170.51,431.48,1566.67,194.7702,,,,,,,,
,,,2/20/2012,170.51,431.48,1566.67,194.7702,,,,,,,,
,,,2/21/2012,170.7,431.6,1561.36,194.3813,,,,,,,,
,,,2/22/2012,171.27,431.58,1568.88,194.843,,,,,,,,
,,,2/23/2012,171.92,433.81,1571.84,195.2049,,,,,,,,
,,,2/24/2012,172.31,435.22,1576.24,195.2323,,,,,,,,
,,,2/27/2012,172.87,436.43,1580.86,195.8196,,,,,,,,
,,,2/28/2012,173.58,438.36,1584.13,196.0897,,,,,,,,
,,,2/29/2012,171.27,433.91,1576.55,195.7673,,,,,,,,
,,,3/1/2012,170.95,433.88,1574.98,195.2531,,,,,,,,
,,,3/2/2012,171.25,434.78,1577.14,195.8699,,,,,,,,
,,,3/5/2012,170.9,432.05,1570.07,195.5251,,,,,,,,
,,,3/6/2012,170.73,429.13,1567.91,195.9083,,,,,,,,
,,,3/7/2012,170.89,430.71,1569.52,195.9518,,,,,,,,
,,,3/8/2012,171.23,432.82,1571.49,195.8542,,,,,,,,
,,,3/9/2012,171.32,433.21,1574.75,195.9248,,,,,,,,
,,,3/12/2012,171.38,433.6,1573.09,196.2286,,,,,,,,
,,,3/13/2012,170.61,436.98,1572.65,195.8628,,,,,,,,
,,,3/14/2012,168.04,430.02,1554.17,193.9424,,,,,,,,
,,,3/15/2012,168.2,430.08,1557.69,193.6647,,,,,,,,
,,,3/16/2012,167.97,429.32,1559.47,192.9852,,,,,,,,
,,,3/19/2012,167.54,430.26,1556.04,192.8395,,,,,,,,
,,,3/20/2012,167.05,428.67,1555,192.7231,,,,,,,,
,,,3/21/2012,167.51,429.48,1559.49,193.5132,,,,,,,,
,,,3/22/2012,167.27,429.07,1557.82,193.802,,,,,,,,
,,,3/23/2012,168.08,430.72,1563.95,194.2026,,,,,,,,
,,,3/26/2012,168.87,433.63,1568.4,194.1218,,,,,,,,
,,,3/27/2012,168.89,434.73,1572.19,194.7699,,,,,,,,
,,,3/28/2012,168.19,433.83,1569.16,194.9569,,,,,,,,
,,,3/29/2012,168.31,434.66,1571.91,195.2131,,,,,,,,
,,,3/30/2012,168.67,435.39,1565.86,195.1944,,,,,,,,
,,,4/2/2012,169.23,437.12,1573.05,195.3868,,,,,,,,
,,,4/3/2012,168.29,436.18,1559.98,194.579,,,,,,,,
,,,4/4/2012,166.98,431.1,1559.6,194.5814,,,,,,,,
,,,4/5/2012,167.43,432.75,1562.64,195.3815,,,,,,,,
,,,4/6/2012,167.43,432.75,1562.64,195.3815,,,,,,,,
,,,4/9/2012,167.39,434.73,1568.9,196.1457,,,,,,,,
,,,4/10/2012,167.68,433.7,1566.08,196.7505,,,,,,,,
,,,4/11/2012,167.89,435.28,1565.39,196.4171,,,,,,,,
,,,4/12/2012,168.46,439.18,1569.59,196.3921,,,,,,,,
,,,4/13/2012,167.96,437.74,1571.8,196.7532,,,,,,,,
,,,4/16/2012,168.08,438.42,1571.15,196.8587,,,,,,,,
,,,4/17/2012,168.48,440.51,1577.57,196.6572,,,,,,,,
,,,4/18/2012,168.18,439.9,1577.08,196.8132,,,,,,,,
,,,4/19/2012,167.84,439.6,1574.28,196.9964,,,,,,,,
,,,4/20/2012,167.86,440.59,1576.12,196.8641,,,,,,,,
,,,4/23/2012,167.44,439.61,1574.54,197.464,,,,,,,,
,,,4/24/2012,167.35,440.53,1573.8,197.0175,,,,,,,,
,,,4/25/2012,168.23,443.39,1578.05,196.8315,,,,,,,,
,,,4/26/2012,168.97,445.6,1584.38,197.3893,,,,,,,,
,,,4/27/2012,169.43,446.21,1585.13,197.5611,,,,,,,,
,,,4/30/2012,169.09,447.81,1584.1,197.8346,,,,,,,,
,,,5/1/2012,168.85,448.45,1581.38,197.6662,,,,,,,,
,,,5/2/2012,169.36,449.48,1584.23,198.1206,,,,,,,,
,,,5/3/2012,168.7,449.15,1580.8,198.0783,,,,,,,,
,,,5/4/2012,168.44,448.48,1579,198.4864,,,,,,,,
,,,5/7/2012,168.44,449.4,1581.07,198.4374,,,,,,,,
,,,5/8/2012,168.6,448.13,1581.29,198.9123,,,,,,,,
,,,5/9/2012,168.39,445.53,1577.06,199.0328,,,,,,,,
,,,5/10/2012,167.92,444.27,1575.99,198.8169,,,,,,,,
,,,5/11/2012,168.34,444.71,1578.15,199.1397,,,,,,,,
,,,5/14/2012,168.59,439.74,1578.02,199.6781,,,,,,,,
,,,5/15/2012,168.17,435.67,1574.3,199.6356,,,,,,,,
,,,5/16/2012,168.11,432.31,1570.41,199.5665,,,,,,,,
,,,5/17/2012,168.97,430.57,1573.96,199.9666,,,,,,,,
,,,5/18/2012,168.98,430.17,1568.67,200.0304,,,,,,,,
,,,5/21/2012,169.51,433.81,1576.7,199.8146,,,,,,,,
,,,5/22/2012,168.36,430.8,1569.47,199.3769,,,,,,,,
,,,5/23/2012,169.43,432.75,1572.01,200.2067,,,,,,,,
,,,5/24/2012,168.72,431.65,1569.75,199.9881,,,,,,,,
,,,5/25/2012,169.1,433.03,1571.21,200.2369,,,,,,,,
,,,5/28/2012,169.1,433.03,1571.21,200.2369,,,,,,,,
,,,5/29/2012,169.58,433.96,1574.7,200.4271,,,,,,,,
,,,5/30/2012,170.7,434.29,1582.38,201.5188,,,,,,,,
,,,5/31/2012,171.2,436.2,1592.06,202.1433,,,,,,,,
,,,6/1/2012,172.53,443.6,1598.33,202.9012,,,,,,,,
,,,6/4/2012,172.12,441.07,1592.74,202.1204,,,,,,,,
,,,6/5/2012,171.98,440.31,1589.04,201.8913,,,,,,,,
,,,6/6/2012,170.82,440.37,1588.45,200.7818,,,,,,,,
,,,6/7/2012,170.56,439.41,1587.44,200.4545,,,,,,,,
,,,6/8/2012,171.44,440.7,1592.7,200.8754,,,,,,,,
,,,6/11/2012,170.98,438.98,1588.24,201.2201,,,,,,,,
,,,6/12/2012,170.82,439.6,1589.04,200.104,,,,,,,,
,,,6/13/2012,170.95,439.03,1591.75,199.8756,,,,,,,,
,,,6/14/2012,171.3,440.97,1598.08,199.8441,,,,,,,,
,,,6/15/2012,172.24,443.65,1608.93,200.3482,,,,,,,,
,,,6/18/2012,172.41,443.38,1614.31,200.5632,,,,,,,,
,,,6/19/2012,172.16,444.68,1612.96,199.7171,,,,,,,,
,,,6/20/2012,171.56,444.02,1613.91,198.9497,,,,,,,,
,,,6/21/2012,170.72,438.54,1599.27,199.6505,,,,,,,,
,,,6/22/2012,170.45,439.25,1598.09,199.0122,,,,,,,,
,,,6/25/2012,170.78,437.4,1594.49,200.0646,,,,,,,,
,,,6/26/2012,170.59,437.88,1596.1,199.7434,,,,,,,,
,,,6/27/2012,171.11,440.38,1602.83,199.5141,,,,,,,,
,,,6/28/2012,171.39,441.05,1601.61,200.083,,,,,,,,
,,,6/29/2012,171.71,445.62,1618.79,199.3257,,,,,,,,
,,,7/2/2012,173.11,446.9,1626.75,200.2485,,,,,,,,
,,,7/3/2012,173.16,449.24,1629.28,199.9112,,,,,,,,
,,,7/4/2012,173.16,449.24,1629.28,199.9112,,,,,,,,
,,,7/5/2012,173.07,448.54,1628.96,201.0277,,,,,,,,
,,,7/6/2012,172.85,447.26,1626.62,201.7104,,,,,,,,
,,,7/9/2012,173.14,446.78,1628.39,201.8931,,,,,,,,
,,,7/10/2012,172.75,444.91,1622.61,202.0137,,,,,,,,
,,,7/11/2012,172.74,445.62,1623.05,202.414,,,,,,,,
,,,7/12/2012,172.54,445.14,1622.98,202.5476,,,,,,,,
,,,7/13/2012,173.09,447.71,1632.9,202.5559,,,,,,,,
,,,7/16/2012,173.34,447.95,1633.67,202.9037,,,,,,,,
,,,7/17/2012,173.04,449.03,1635.37,202.8735,,,,,,,,
,,,7/18/2012,173.54,450.2,1641.22,203.4086,,,,,,,,
,,,7/19/2012,173.38,450.94,1643.33,203.1818,,,,,,,,
,,,7/20/2012,173.73,450.25,1640.98,203.6188,,,,,,,,
,,,7/23/2012,173.63,448.09,1634.16,203.3535,,,,,,,,
,,,7/24/2012,173.7,445.01,1631.45,202.8854,,,,,,,,
,,,7/25/2012,174.01,445.37,1632.07,202.6422,,,,,,,,
,,,7/26/2012,174.4,449.19,1639.15,202.3747,,,,,,,,
,,,7/27/2012,173.87,453.26,1645.48,201.504,,,,,,,,
,,,7/30/2012,174.02,453.49,1647.7,201.9883,,,,,,,,
,,,7/31/2012,174.2,452.84,1646.66,202.8099,,,,,,,,
,,,8/1/2012,173.05,452.4,1643.17,201.7622,,,,,,,,
,,,8/2/2012,173.59,450.74,1641.39,202.803,,,,,,,,
,,,8/3/2012,173.07,454.54,1649.18,201.6081,,,,,,,,
,,,8/6/2012,173.74,455.87,1652.76,202.2985,,,,,,,,
,,,8/7/2012,172.9,456.95,1651.14,201.5388,,,,,,,,
,,,8/8/2012,173.07,457.06,1648.81,201.7618,,,,,,,,
,,,8/9/2012,172.97,457.63,1649.3,201.7303,,,,,,,,
,,,8/10/2012,173.62,458.56,1652.78,202.3358,,,,,,,,
,,,8/13/2012,173.48,457.94,1652.01,202.0603,,,,,,,,
,,,8/14/2012,172.29,456.62,1645.4,201.4539,,,,,,,,
,,,8/15/2012,171.38,456.2,1639.13,200.456,,,,,,,,
,,,8/16/2012,171.58,458.28,1641.73,201.0238,,,,,,,,
,,,8/17/2012,171.96,459,1646.18,201.7206,,,,,,,,
,,,8/20/2012,172.12,459.15,1647.67,201.6131,,,,,,,,
,,,8/21/2012,172.29,458.7,1647.07,201.3919,,,,,,,,
,,,8/22/2012,173.61,460.15,1657.29,202.2844,,,,,,,,
,,,8/23/2012,174.16,458.36,1653.42,202.6192,,,,,,,,
,,,8/24/2012,174.39,459.49,1657.78,203.1918,,,,,,,,
,,,8/27/2012,174.58,459.13,1660.66,203.4095,,,,,,,,
,,,8/28/2012,174.85,459.32,1661.55,203.4005,,,,,,,,
,,,8/29/2012,174.53,458.48,1659.43,203.0548,,,,,,,,
,,,8/30/2012,174.6,455.82,1655.13,203.1014,,,,,,,,
,,,8/31/2012,176.01,458.51,1666.74,203.7304,,,,,,,,
,,,9/3/2012,176.01,458.51,1666.74,203.7304,,,,,,,,
,,,9/4/2012,175.84,458.17,1664.01,203.1571,,,,,,,,
,,,9/5/2012,175.73,457.53,1662.58,202.8727,,,,,,,,
,,,9/6/2012,175.93,463.3,1669.96,203.2296,,,,,,,,
,,,9/7/2012,176.87,467.99,1673.75,204.0075,,,,,,,,
,,,9/10/2012,175.96,465.5,1669.51,203.5542,,,,,,,,
,,,9/11/2012,175.96,466.9,1669.82,203.8122,,,,,,,,
,,,9/12/2012,175.47,467.54,1667.62,203.6539,,,,,,,,
,,,9/13/2012,176.83,472.37,1680.39,204.6084,,,,,,,,
,,,9/14/2012,176.05,474.16,1673.89,204.4735,,,,,,,,
,,,9/17/2012,176.05,472.58,1675.57,204.4009,,,,,,,,
,,,9/18/2012,176.53,472.56,1677.88,204.3826,,,,,,,,
,,,9/19/2012,176.76,472.62,1681.13,204.7219,,,,,,,,
,,,9/20/2012,176.85,472.09,1680.38,204.6353,,,,,,,,
,,,9/21/2012,177.01,472.08,1681.76,204.891,,,,,,,,
,,,9/24/2012,176.98,471.8,1682.16,204.8791,,,,,,,,
,,,9/25/2012,176.62,469.42,1678.51,204.4178,,,,,,,,
,,,9/26/2012,176.68,469.41,1678.16,204.3676,,,,,,,,
,,,9/27/2012,177.53,471.94,1684.32,204.804,,,,,,,,
,,,9/28/2012,177.05,470.47,1680.06,204.2242,,,,,,,,
,,,10/1/2012,177.07,470.85,1684.03,204.5308,,,,,,,,
,,,10/2/2012,177.28,471.36,1685.32,204.5797,,,,,,,,
,,,10/3/2012,177.58,471.29,1687.49,204.8511,,,,,,,,
,,,10/4/2012,177.77,473.37,1689.93,205.0682,,,,,,,,
,,,10/5/2012,177,471.28,1684.11,204.7595,,,,,,,,
,,,10/8/2012,176.77,471.19,1684.04,204.7793,,,,,,,,
,,,10/9/2012,175.81,469.97,1675.53,203.9671,,,,,,,,
,,,10/10/2012,175.51,468.13,1673.24,203.5054,,,,,,,,
,,,10/11/2012,175.69,470.1,1677.93,203.8202,,,,,,,,
,,,10/12/2012,175.79,470.35,1677.25,203.81,,,,,,,,
,,,10/15/2012,175.89,471.69,1684.36,204.0755,,,,,,,,
,,,10/16/2012,175.88,472.34,1689.28,204.2686,,,,,,,,
,,,10/17/2012,174.85,471.25,1688.53,203.6319,,,,,,,,
,,,10/18/2012,174.35,470.56,1683.12,203.6051,,,,,,,,
,,,10/19/2012,173.65,467.99,1672.86,202.93,,,,,,,,
,,,10/22/2012,173.62,468.87,1671.84,202.5223,,,,,,,,
,,,10/23/2012,173.24,467.07,1664.73,201.9489,,,,,,,,
,,,10/24/2012,172.69,465.06,1659.38,201.9781,,,,,,,,
,,,10/25/2012,172.35,463.97,1658.93,201.7621,,,,,,,,
,,,10/26/2012,173.39,466.22,1664.59,202.4054,,,,,,,,
,,,10/29/2012,173.39,466.22,1664.59,202.4054,,,,,,,,
,,,10/30/2012,173.39,466.22,1664.59,202.4054,,,,,,,,
,,,10/31/2012,174.27,468.18,1665.2,203.0992,,,,,,,,
,,,11/1/2012,174.44,471.49,1673.29,203.5601,,,,,,,,
,,,11/2/2012,173.29,467.35,1663.94,203.2765,,,,,,,,
,,,11/5/2012,174.25,470.25,1668.11,203.4977,,,,,,,,
,,,11/6/2012,174.42,471.23,1668.4,203.7141,,,,,,,,
,,,11/7/2012,174.48,468.28,1658.48,203.1457,,,,,,,,
,,,11/8/2012,174.38,466.57,1653.5,202.9047,,,,,,,,
,,,11/9/2012,174.81,467.65,1654.09,202.9739,,,,,,,,
,,,11/12/2012,174.75,468.6,1653.13,202.9088,,,,,,,,
,,,11/13/2012,174.67,467.11,1652.31,202.9319,,,,,,,,
,,,11/14/2012,174.05,462.96,1642.09,202.3601,,,,,,,,
,,,11/15/2012,173.85,461.64,1642.32,202.2921,,,,,,,,
,,,11/16/2012,174.47,463.58,1647.96,202.5295,,,,,,,,
,,,11/19/2012,175.45,466.85,1662.93,203.5579,,,,,,,,
,,,11/20/2012,175.16,465.51,1658.79,203.3307,,,,,,,,
,,,11/21/2012,175.02,465.59,1659.41,203.3667,,,,,,,,
,,,11/22/2012,175.02,465.59,1659.41,203.3667,,,,,,,,
,,,11/23/2012,175.92,468.83,1668.63,204.141,,,,,,,,
,,,11/26/2012,176.57,468.94,1670.16,204.2174,,,,,,,,
,,,11/27/2012,176.4,467.29,1667.77,204.0443,,,,,,,,
,,,11/28/2012,177.53,470.02,1672.34,204.7444,,,,,,,,
,,,11/29/2012,177.76,471.49,1677.66,205.2656,,,,,,,,
,,,11/30/2012,177.74,471.71,1675.99,205.2837,,,,,,,,
,,,12/3/2012,177.34,469.97,1673.82,204.9348,,,,,,,,
,,,12/4/2012,177.08,470.15,1674.78,205.0232,,,,,,,,
,,,12/5/2012,177.28,471.69,1676.36,205.5371,,,,,,,,
,,,12/6/2012,177.78,473.13,1680.63,206.1328,,,,,,,,
,,,12/7/2012,177.13,473.28,1679.57,206.0975,,,,,,,,
,,,12/10/2012,177.33,474.32,1680.95,206.0695,,,,,,,,
,,,12/11/2012,176.98,475.51,1680.31,206.3794,,,,,,,,
,,,12/12/2012,176.51,475.42,1677.38,206.3315,,,,,,,,
,,,12/13/2012,175.07,472.2,1671.9,205.9318,,,,,,,,
,,,12/14/2012,174.72,472.78,1674.31,205.7724,,,,,,,,
,,,12/17/2012,174.64,475.16,1676.12,206.0986,,,,,,,,
,,,12/18/2012,173.82,479.26,1682.83,206.4605,,,,,,,,
,,,12/19/2012,174.08,478.75,1685.23,206.3423,,,,,,,,
,,,12/20/2012,173.79,481.09,1692.91,206.5599,,,,,,,,
,,,12/21/2012,174.16,478.31,1690.1,206.3342,,,,,,,,
,,,12/24/2012,173.81,476.64,1688.22,206.1415,,,,,,,,
,,,12/25/2012,173.81,476.64,1688.22,206.1415,,,,,,,,
,,,12/26/2012,173.7,476.12,1686.58,206.1702,,,,,,,,
,,,12/27/2012,174.42,476.21,1689.62,206.6425,,,,,,,,
,,,12/28/2012,174.12,472.4,1684.13,206.0395,,,,,,,,
,,,12/31/2012,174.63,480.32,1690.51,206.6141,,,,,,,,
,,,1/1/2013,174.63,480.32,1690.51,206.6141,,,,,,,,
,,,1/2/2013,174.94,488.52,1708.14,207.4414,,,,,,,,
,,,1/3/2013,173.98,487.43,1698.19,207.0138,,,,,,,,
,,,1/4/2013,173.49,488.48,1701.34,206.9943,,,,,,,,
,,,1/7/2013,173.36,487.75,1699.93,206.8803,,,,,,,,
,,,1/8/2013,173.65,486.69,1699.31,206.8592,,,,,,,,
,,,1/9/2013,173.86,487.12,1702,207.2633,,,,,,,,
,,,1/10/2013,174.17,488.38,1706.26,207.3416,,,,,,,,
,,,1/11/2013,174.12,487.82,1708.92,207.5281,,,,,,,,
,,,1/14/2013,173.87,487.45,1707.32,207.6154,,,,,,,,
,,,1/15/2013,173.96,488.42,1709.84,207.8129,,,,,,,,
,,,1/16/2013,174.06,488.42,1710.61,207.6795,,,,,,,,
,,,1/17/2013,174.41,490.41,1711.1,207.8429,,,,,,,,
,,,1/18/2013,174.37,491.89,1717.64,208.338,,,,,,,,
,,,1/21/2013,174.37,491.89,1717.64,208.338,,,,,,,,
,,,1/22/2013,174.62,493.77,1722.44,208.4816,,,,,,,,
,,,1/23/2013,174.71,493.19,1723.02,208.4612,,,,,,,,
,,,1/24/2013,174.12,492.27,1719.58,208.6036,,,,,,,,
,,,1/25/2013,174.39,493.21,1716.51,208.8445,,,,,,,,
,,,1/28/2013,174.38,491.85,1712.52,208.455,,,,,,,,
,,,1/29/2013,174.62,494.89,1714.6,208.7177,,,,,,,,
,,,1/30/2013,174.73,492.08,1707.45,208.328,,,,,,,,
,,,1/31/2013,174.43,492.47,1708.92,208.2299,,,,,,,,
,,,2/1/2013,175,495.58,1712.97,208.6819,,,,,,,,
,,,2/4/2013,174.42,491.67,1705.51,207.6821,,,,,,,,
,,,2/5/2013,175.03,493.53,1710.24,208.0135,,,,,,,,
,,,2/6/2013,174.96,494.72,1715.01,208.2709,,,,,,,,
,,,2/7/2013,174.85,494.23,1710.71,208.1721,,,,,,,,
,,,2/8/2013,175.25,495.9,1720.36,208.4985,,,,,,,,
,,,2/11/2013,174.98,495.97,1719.7,208.4256,,,,,,,,
,,,2/12/2013,175,496.46,1720.2,208.6014,,,,,,,,
,,,2/13/2013,175.09,495.68,1718.45,208.3071,,,,,,,,
,,,2/14/2013,174.86,497.15,1722.69,208.6264,,,,,,,,
,,,2/15/2013,174.31,496.15,1719.92,208.1659,,,,,,,,
,,,2/18/2013,174.31,496.15,1719.92,208.1659,,,,,,,,
,,,2/19/2013,174.59,498.18,1726.58,209.2723,,,,,,,,
,,,2/20/2013,173.25,491.68,1713.42,208.3416,,,,,,,,
,,,2/21/2013,173,490.67,1706.73,208.0635,,,,,,,,
,,,2/22/2013,173.46,493.07,1719.16,209.2303,,,,,,,,
,,,2/25/2013,172.82,487.86,1707.02,208.9586,,,,,,,,
,,,2/26/2013,173.3,491.28,1713.15,209.1358,,,,,,,,
,,,2/27/2013,173.57,494.05,1720.79,210.0001,,,,,,,,
,,,2/28/2013,173.14,492.96,1721.06,210.2597,,,,,,,,
,,,3/1/2013,173.08,492.97,1727.75,210.5577,,,,,,,,
,,,3/4/2013,173.36,493.25,1731.03,210.8138,,,,,,,,
,,,3/5/2013,173.94,494.19,1737.55,211.4109,,,,,,,,
,,,3/6/2013,174.25,495.96,1737.62,211.478,,,,,,,,
,,,3/7/2013,174.46,495.36,1734.32,211.2849,,,,,,,,
,,,3/8/2013,174.91,495.68,1734.79,211.6646,,,,,,,,
,,,3/11/2013,174.91,495.91,1738.56,211.9194,,,,,,,,
,,,3/12/2013,174.71,495.85,1736.74,212.0095,,,,,,,,
,,,3/13/2013,174.37,495.25,1738.73,212.0367,,,,,,,,
,,,3/14/2013,174.61,496.86,1744.23,212.7802,,,,,,,,
,,,3/15/2013,174.5,498.7,1748.21,212.9834,,,,,,,,
,,,3/18/2013,174.45,498.55,1745.62,212.7831,,,,,,,,
,,,3/19/2013,174.34,498.11,1747.28,212.9646,,,,,,,,
,,,3/20/2013,174.57,499.17,1751.06,213.5262,,,,,,,,
,,,3/21/2013,174.23,498.19,1748.5,212.9785,,,,,,,,
,,,3/22/2013,174.34,499.8,1756.89,213.2693,,,,,,,,
,,,3/25/2013,174.19,498.53,1751.41,213.077,,,,,,,,
,,,3/26/2013,174.53,500.42,1760.66,213.4272,,,,,,,,
,,,3/27/2013,174.82,502.38,1766.33,213.7234,,,,,,,,
,,,3/28/2013,174.7,501.96,1766.79,213.7868,,,,,,,,
,,,3/29/2013,174.7,501.96,1766.79,213.7868,,,,,,,,
,,,4/1/2013,174.32,497.22,1756.96,213.4562,,,,,,,,
,,,4/2/2013,174.09,497.02,1762.59,213.9658,,,,,,,,
